content,created_at,like_num,location,emotion
99年我上四年级,2023-05-30,0,来自吉林,中性
99年的湖北考生路过，投档线普遍比湖北的低,2023-05-30,0,来自湖北,中性
好家伙…这一年…我还没出生,2023-05-30,0,来自山东,中性
上海的大学牛B，理科6字头,2023-05-30,0,来自上海,中性
东北师范大学！！！[拳头][拳头][拳头],2023-05-30,0,来自吉林,中性
[笑cry]还没出生,2023-05-30,0,来自江苏,中性
考得好不如生的早,2023-05-30,0,来自北京,中性
清华为什么那么低？,2023-05-30,0,来自河北,中性
分这么低，不知道满分是多少,2023-05-30,0,来自上海,消极
那时候北交还是很牛逼的,2023-05-30,0,来自北京,中性
哈哈哈，那会我大三了。。。真是，往事只能回味,2023-05-30,0,来自江苏,积极
[doge],2023-05-30,0,来自湖南,中性
中国医555,2023-05-30,0,来自辽宁,中性
那年我高二,2023-05-30,0,来自江苏,中性
中国金融学院？,2023-05-30,0,来自福建,中性
怎么样 http://t.cn/A6pyWfzM,2023-05-30,0,来自山西,中性
我当年浪费了几十分啊[苦涩],2023-05-30,0,来自江苏,中性
南大，东南,2023-05-30,0,来自江苏,中性
原来当时的理科分数比文科的要高呀！[doge][doge],2023-05-30,2,来自广东,中性
卧槽，我就是99年江苏省高考生[泪],2023-05-30,0,来自广东,中性
我当年这个中专招生计划，计算机真是热门专业[哈哈] http://t.cn/A6pyOTrR,2023-05-30,0,来自广东,中性
怎么样？ http://t.cn/A6pyOOG3,2023-05-30,4,来自山西,中性
有96年的么……,2023-05-30,0,来自江苏,中性
那时候哈尔滨的学校都好牛啊[允悲],2023-05-30,0,来自辽宁,中性
那一年我在黑龙江参加高考，数学考完就觉得完蛋了，勉勉强强压线走的本科。,2023-05-30,1,来自天津,中性
那一年，我压临床线进南医。现在感慨万千，当年我们同学很多都是南大的料，因为第一年考后填志愿，都不敢报，来了南医。后来我们大三那年的六级通过率超过了97届，考研很多同学去了上海，为了弥补高考的时候的遗憾。现在在上海的三甲都有了很好的发展。,2023-05-30,31,来自江苏,积极
雪峰老师要卖雪峰山泉了[doge],2023-05-30,0,来自江苏,中性
江苏的考生比较恋家[允悲],2023-05-30,1,来自江苏,中性
98年湖北 560多，二本,2023-05-30,1,来自上海,中性
为啥海事比大工分还高[允悲],2023-05-30,0,来自辽宁,中性
那时候是填完志愿才考试的，非常看脸。,2023-05-30,0,来自江苏,中性
[允悲]那会的江苏理工啊 还是比江南大学苏州大学比了下去。。。现在差距不小了,2023-05-30,0,来自江苏,中性
那时候理科分数线更高,2023-05-30,1,来自辽宁,中性
俺是99年高考的，大河北，本科线510，俺却考了509分[泪],2023-05-30,45,来自内蒙古,中性
南京气象学院,2023-05-30,1,来自江苏,中性
我上外分真高啊[doge],2023-05-30,12,来自江苏,中性
我考理科521[泪],2023-05-30,0,来自北京,中性
河南果然是高教荒漠[doge],2023-05-30,82,来自河南,中性
99年能考上大学的，人中龙凤啊。那时候大学漏子都值钱。,2023-05-30,316,来自北京,中性
吉林好多好大学，被吉大毁了[doge],2023-05-30,24,来自吉林,消极
那一年清华大学第一年招文科生，大家都不敢报。那一年理科数学特别难，好多同学考完就哭了，一向数学很好的弟弟才考了九十多分，然后又是第一年扩张，不愿意花父母的钱为此与心意的大学失之交臂，当时鼓励再复读一年也不愿意，现在想起来还是很遗憾的。,2023-05-30,125,来自江苏,消极
[求饶][求饶][求饶],2023-05-30,0,来自内蒙古,消极
那个时候理科比文科分数线高，现在反过来了,2023-05-30,0,来自河南,中性
我就是1999参加高考的，考后自己对答案估分，我一个文科生填的是左边第六个学校，那时在农村没人指导自己瞎填的[允悲],2023-05-30,20,来自江苏,中性
湘潭大学诶,2023-05-30,0,来自湖南,中性
当年我们山东济南分数最低，其次是青岛，烟台，威海潍坊分数应该很高。,2023-05-30,0,来自山东,中性
当初志愿 哎,2023-05-30,0,来自江苏,中性
清北怎么回事。,2023-05-30,0,来自江苏,消极
这一年还是第一次大学扩招,2023-05-30,1,来自江苏,中性
其实这张报纸上说的“普通高校”才是这个词的正确含义，张老师自己也多次提到“普通高校”这个词，但表达的并不是这个词真正的含义，普通是和特殊相对的，不是和高档相对的。,2023-05-30,37,来自天津,中性
[喵喵]只有三个学校不招理科生,2023-05-30,3,来自山东,中性
这才是真一本,2023-05-30,13,来自安徽,积极
我99届，山东考生，529分，未达到本科线[泪],2023-05-30,0,来自广东,中性
我出生那年[衰],2023-05-30,3,来自河北,中性
分数低啊[摊手],2023-05-30,0,来自河北,中性
大庆石油，下降的做的火箭吧[允悲],2023-05-30,1,来自黑龙江,消极
当时中海洋还叫青岛海洋大学,2023-05-30,5,来自山东,中性
是 那年初二 还没从巴西输球中走出来,2023-05-30,1,来自北京,中性
大庆石油学院分真高[泪],2023-05-30,0,来自黑龙江,中性
99年我七岁 上一年级,2023-05-30,0,来自河南,中性
清华北大比南大分数低啊,2023-05-30,0,来自浙江,中性
就是我们那年，心好痛，考了567，能上的大学好多，志愿没填好[允悲],2023-05-30,611,来自浙江,消极
那时候还有白求恩医科大学……,2023-05-30,0,来自吉林,中性
[哈哈],2023-05-30,0,来自天津,中性
那个时候我们学校名字里还有文化两个字,2023-05-30,37,来自江苏,中性
清华大学,2023-05-30,0,来自上海,中性
那年的湘潭大学啊[允悲],2023-05-30,7,来自湖南,中性
清华  536 565 [doge],2023-05-30,0,来自甘肃,中性
时光容易把人催，红了樱桃，绿了芭蕉[苦涩][苦涩],2023-05-30,1,来自吉林,中性
首评[打call],2023-05-30,0,来自黑龙江,中性
那时我三年级[允悲],2023-05-30,0,来自山东,中性
那时候清华分数线这么低吗,2023-05-30,283,来自湖北,中性
这一批学生毕业的时候，我刚上大一。。。。,2023-05-30,1717,来自江苏,中性
哈哈哈哈哈哈哈哈哈哈沙发,2023-05-30,1,来自山东,积极
